player_id,goals,assists,pass_accuracy,tackles,minutes_played
p1783,3,2,64.54,7,63
p178301,2,3,68.91,9,89
p178304,4,4,88.73,8,72
p17831,2,3,62.87,9,52
p1784,2,3,98.48,2,38
p17842,1,1,93.58,2,44
p1785,1,0,86.51,5,21
p1786,2,3,86.42,5,40
p17877,4,4,62.49,6,22
p17878,4,1,94.77,6,34
p1788,1,2,62.53,6,40
p178867,1,0,95.49,1,78
p178871,4,1,99.43,2,54
p178876,1,3,96.43,0,40
p1789,0,2,92.59,8,80
p17891,4,4,73.63,9,72
p179018,0,3,69.77,5,43
p17906,1,2,89.74,6,54
p1791,4,3,84.87,6,57
p179100,0,2,62.72,7,39
p17926,2,4,61.06,2,86
p179261,0,3,85.03,6,81
p179268,0,1,96.53,4,37
p179276,0,2,64.28,2,49
p1793,2,4,63.18,1,22
p17939,4,3,62.21,8,86
p1794,1,4,90.69,8,40
p179456,0,4,92.57,6,25
p1795,0,1,70.51,4,53
p17955,3,3,93.07,1,25
p179587,3,4,62.05,4,51
p179596,1,0,83.39,6,22
p1796,0,3,67.17,3,50
p179620,1,4,61.65,7,74
p17967,2,0,62.35,6,48
p1797,0,4,89.98,7,45
p179725,1,2,90.12,0,81
p17974,2,4,70.67,9,34
p17977,0,4,99.85,9,32
p1798,0,2,94.07,8,34
p17980,3,2,86.29,2,75
p17982,3,2,66.23,2,82
p179827,3,2,99.89,0,81
p179829,2,1,93.36,4,45
p179830,0,1,78.17,8,32
p1799,3,0,83.36,5,80
p17997,1,1,73.84,8,33
p1800,4,0,69.9,6,89
p18000,2,0,70.26,6,37
p18002,1,4,98.72,6,48
p18004,0,2,88.23,5,73
p18005,0,0,67.24,4,65
p18006,2,1,70.61,7,38
p18008,3,2,74.03,2,82
p1801,1,2,71.68,0,62
p180135,2,2,71.41,9,29
p180151,3,4,91.0,2,23
p180184,2,3,64.48,0,83
p1802,3,0,89.47,5,41
p180294,1,4,88.91,5,57
p1803,4,1,74.26,3,40
p1804,4,2,74.92,9,42
p18042,0,1,60.4,8,59
p1805,1,3,65.31,7,69
p1806,1,4,91.69,5,27
p1807,4,1,91.89,6,87
p18073,1,1,76.91,4,68
p180732,4,2,73.61,5,35
p180736,0,2,71.14,8,38
p18074,2,4,82.98,3,60
p1808,0,0,88.27,6,43
p180804,3,1,81.34,3,23
p180807,1,4,93.82,4,63
p1809,0,3,65.83,2,78
p180974,2,3,62.98,0,60
p1810,2,0,85.46,8,47
p181008,1,4,86.51,1,78
p1811,0,2,68.1,5,59
p1812,1,3,85.75,2,30
p18125,2,4,84.67,8,84
p18129,3,0,65.32,3,53
p1813,4,0,85.64,3,66
p181397,0,2,82.42,7,81
p1814,3,2,68.02,9,37
p18142,4,1,95.76,6,61
p18144,0,2,76.44,5,63
p18145,0,2,61.92,3,83
p18146,3,3,91.8,6,33
p181489,0,3,93.22,6,33
p1815,3,3,97.56,6,46
p18151,3,2,63.93,3,33
p18152,1,1,63.09,3,51
p18155,4,2,70.29,6,51
p1816,0,2,84.55,1,81
p1817,0,3,82.56,7,56
p1818,2,4,77.13,4,47
p18180,0,4,63.14,5,50
p1819,2,1,87.24,0,28
p181911,4,2,68.68,7,62
p1820,2,0,97.92,3,80
p1821,4,1,85.29,8,67
p18214,2,4,66.22,7,72
p18215,3,0,92.96,4,88
p182156,4,2,90.92,2,23
p1822,4,0,72.22,4,83
p18220,0,3,60.47,1,69
p18221,4,1,94.55,9,42
p18222,3,2,87.4,3,59
p1823,4,2,76.39,6,71
p1824,0,3,75.56,5,88
p182436,4,1,96.91,0,79
p1825,4,3,99.95,9,36
p182539,4,0,80.89,8,44
p1826,4,3,86.68,1,25
p18267,3,3,81.14,0,42
p1827,1,4,73.2,4,47
p18276,2,0,77.15,6,49
p18277,0,3,95.95,6,58
p1828,0,4,74.34,5,49
p18281,0,0,79.85,6,45
p18282,3,2,74.64,7,53
p1829,4,4,62.46,7,79
p182908,2,3,76.79,1,37
p182912,0,4,60.35,5,51
p182960,0,0,99.86,7,75
p1830,1,1,62.97,9,21
p18301,3,1,62.58,6,39
p183015,1,0,89.23,2,25
p1831,2,1,77.81,7,49
p1832,2,0,78.67,3,32
p1833,0,0,90.67,5,87
p1834,2,4,64.93,2,69
p183487,0,2,79.38,6,26
p1835,3,2,63.62,7,62
p18354,0,3,94.72,9,56
p1836,0,1,86.71,1,50
p183656,2,4,98.37,6,45
p1837,4,1,80.64,8,23
p18372,0,1,70.99,0,59
p18377,2,4,67.69,1,79
p1838,0,4,62.36,1,77
p1839,4,3,96.96,0,25
p1840,3,0,97.21,2,84
p184029,3,2,94.32,6,43
p1841,3,0,95.22,0,23
p1842,2,0,85.02,4,39
p18421,0,0,66.53,2,43
p184259,2,4,71.86,0,22
p18427,2,2,91.36,6,29
p18428,4,0,82.23,3,41
p18430,2,4,64.76,2,34
p18433,1,3,95.85,5,20
p184341,3,0,98.78,2,25
p184349,2,2,94.5,8,74
p18439,0,3,92.24,0,23
p1844,4,2,77.23,5,47
p18440,0,3,99.49,7,52
p184400,1,2,79.82,1,62
p1845,0,3,63.13,9,47
p1846,2,3,87.35,0,72
p184667,1,2,65.34,6,43
p1847,0,0,70.67,4,73
p184704,2,1,75.39,4,62
p184754,3,1,91.1,0,70
p1848,4,2,96.43,4,46
p1849,2,1,89.64,7,43
p18499,4,2,61.37,0,62
p1850,2,2,96.37,2,66
p18501,0,4,64.33,6,57
p185056,2,4,82.51,2,65
p18507,1,2,94.11,6,71
p1851,4,3,92.84,0,31
p18511,3,2,61.95,7,46
p1852,1,2,65.78,7,82
p18529,2,3,92.21,4,38
p1853,2,4,99.54,9,40
p185431,0,0,87.11,1,32
p185478,2,4,74.7,9,63
p1855,0,1,95.22,1,62
p1856,3,0,69.58,6,47
p185649,4,0,87.61,0,29
p1857,4,3,61.02,6,83
p18573,1,3,62.8,5,27
p1858,0,0,60.98,7,69
p18586,4,1,91.29,4,32
p1859,1,0,92.34,9,77
p18595,3,2,84.27,0,69
p1860,2,3,60.42,7,54
p1861,1,0,60.78,6,51
p18613,0,0,74.9,3,27
p1862,0,1,81.11,2,29
p18621,0,0,72.25,6,56
p1863,1,3,70.7,8,22
p18639,2,0,69.73,0,68
p1864,1,4,76.43,1,59
p1865,0,3,68.51,2,24
p18656,4,2,96.79,4,75
p18658,1,1,87.89,6,25
p18665,0,1,70.03,8,81
p18668,2,2,69.29,3,34
p18669,4,1,83.96,3,37
p1867,2,4,67.95,6,48
p18679,2,2,76.77,3,33
p1868,3,2,68.96,3,63
p18681,1,2,83.43,1,78
p18689,1,1,65.44,7,72
p1869,0,2,86.33,1,66
p1870,2,1,90.19,3,36
p1871,1,1,80.4,2,64
p1872,3,3,95.93,5,56
p18726,2,3,85.38,6,53
p1873,2,3,67.24,6,53
p18737,2,4,92.62,9,76
p1874,0,3,75.92,4,56
p1875,4,2,88.39,6,77
p18753,1,1,95.06,9,33
p18759,2,4,83.87,0,50
p1876,1,2,88.15,0,25
p18767,1,0,64.71,9,43
p1877,1,2,64.9,0,68
p18770,0,1,98.98,4,76
p1878,4,2,67.62,3,29
p18788,2,0,69.4,0,86
p1879,3,0,82.2,2,86
p18792,1,0,70.31,0,35
p1880,1,1,91.82,3,76
p18804,2,3,70.9,6,85
p18805,2,4,99.01,2,47
p1881,1,1,60.92,7,53
p18818,2,3,96.02,2,71
p1882,2,0,64.11,3,47
p1883,2,2,87.99,1,60
p18832,2,0,79.17,1,86
p18846,2,2,78.61,0,60
p1885,1,2,84.18,6,34
p18856,4,4,92.95,3,23
p1886,0,2,79.29,5,35
p18867,0,3,99.21,0,72
p1887,3,2,92.64,2,45
p18876,4,2,82.89,0,75
p18877,2,2,71.67,8,62
p1888,3,3,95.83,7,49
p18883,4,4,73.59,3,88
p18887,4,4,95.46,3,27
p18889,1,4,91.71,2,61
p1889,4,3,89.67,5,75
p18892,1,1,67.66,2,83
p1890,0,2,87.43,1,40
p1891,3,3,97.39,2,48
p1892,2,1,77.45,5,83
p18921,1,2,77.9,3,49
p1893,3,4,73.86,0,80
p1894,3,3,83.9,9,25
p1895,1,1,74.0,2,76
p18953,1,4,97.68,8,64
p189627,0,3,97.08,8,42
p1897,4,3,62.63,2,85
p18981,2,3,67.65,0,74
p18987,0,4,88.93,1,75
p1900,4,4,99.66,9,21
p19008,1,0,71.42,5,31
p1901,0,0,65.02,3,38
p1902,1,1,61.1,9,64
p1903,2,2,76.11,5,31
p1904,4,0,88.95,9,43
p19040,4,1,87.02,1,54
p19048,0,4,80.2,9,29
p1905,4,4,72.11,9,87
p19053,2,4,73.65,4,43
p19057,3,0,60.83,7,53
p1906,1,4,90.69,9,34
p1907,0,0,80.92,0,78
p19071,3,4,96.53,3,25
p1908,3,0,87.32,0,53
p19084,1,2,85.05,8,88
p1909,0,4,78.9,4,81
p1910,4,2,97.95,4,59
p19101,3,4,83.99,2,77
p1911,3,1,79.22,5,53
p19112,1,2,95.9,2,33
p19115,3,4,87.44,4,49
p1912,2,1,69.99,5,83
p19124,2,1,60.98,0,31
p1913,4,0,77.67,8,24
p1914,2,2,90.65,3,39
p1915,1,3,66.72,6,35
p19151,4,4,63.83,8,80
p19159,1,2,73.96,2,53
p1916,1,3,68.27,7,54
p19160,3,3,70.71,2,43
p19163,0,0,74.09,7,80
p1917,0,0,82.28,0,48
p191769,3,2,71.83,9,20
p1918,2,0,69.02,0,43
p19182,0,4,95.79,4,67
p191866,4,1,62.86,6,67
p19188,3,1,77.98,8,55
p1919,4,2,88.64,6,53
p19194,3,4,74.24,8,55
p19196,1,0,91.99,2,74
p19197,3,2,85.92,7,59
p1920,3,4,79.79,1,70
p1921,2,4,83.35,3,66
p192182,2,0,85.86,1,45
p1922,3,3,94.9,6,26
p19223,3,0,60.67,7,55
p192290,1,1,89.22,5,30
p1923,0,3,61.02,1,36
p192301,3,2,79.53,2,20
p192303,1,0,70.4,3,88
p192358,1,0,78.29,0,85
p19236,0,2,86.46,6,44
p1924,1,4,75.41,4,75
p1925,3,4,66.2,0,65
p1926,3,2,80.96,5,50
p19265,4,3,82.49,8,61
p1927,3,4,69.16,5,62
p19272,1,3,64.47,6,81
p19273,3,4,83.21,4,28
p1928,0,3,64.48,4,43
p192895,2,3,80.23,1,66
p1929,2,4,61.47,7,71
p1930,2,4,68.13,5,30
p1931,2,0,92.57,0,87
p193109,4,2,85.17,2,36
p193111,0,4,90.47,6,73
p1932,2,4,70.26,3,53
p19321,0,2,86.66,8,39
p1933,3,0,84.08,2,89
p1934,2,1,89.69,4,44
p19341,4,2,79.19,8,48
p19342,2,4,75.89,5,29
p193488,0,0,77.45,9,49
p1935,1,0,98.77,6,49
p1936,2,2,91.5,1,57
p193645,3,2,76.19,5,25
p1937,2,2,83.56,5,53
p1938,1,2,78.83,3,49
p1939,4,2,68.01,1,46
p19393,1,2,77.17,1,30
p19394,0,4,80.49,0,58
p1940,3,0,90.46,7,75
p19400,2,0,90.99,1,85
p194010,1,4,77.23,8,89
p19410,0,4,64.17,7,36
p194126,3,0,60.3,4,83
p194164,3,4,81.77,2,34
p19417,4,2,94.11,4,47
p19419,1,0,97.63,2,45
p194190,2,3,89.1,5,69
p1942,2,0,70.6,6,87
p194252,2,1,63.92,1,51
p1943,3,4,77.61,9,80
p19437,2,3,69.63,6,61
p1944,2,3,73.29,5,81
p194401,4,4,83.64,0,64
p1945,2,0,63.68,6,48
p1946,3,1,92.42,3,76
p194634,0,4,92.15,2,29
p1947,1,4,99.87,9,61
p19476,1,1,75.35,7,69
p19478,2,4,80.97,0,51
p194794,4,1,98.96,1,74
p194798,3,3,87.79,7,85
p194799,0,2,94.51,0,83
p1948,1,3,84.02,8,55
p1949,4,0,76.89,4,56
p19499,0,2,76.73,3,73
p1950,1,3,99.98,8,85
p195064,3,2,60.75,8,43
p1951,0,1,73.94,6,40
p1952,3,3,66.67,7,23
p19520,3,4,75.88,8,39
p19523,4,1,66.97,3,74
p19524,2,3,88.8,0,33
p19527,3,2,68.81,7,77
p1953,2,2,70.56,8,47
p19534,3,3,73.55,2,70
p195384,0,2,81.27,6,58
p1954,4,3,62.41,7,39
p195471,4,0,80.59,6,75
p195473,0,2,87.19,5,84
p195480,1,2,99.9,4,30
p1955,0,1,93.43,5,21
p195546,0,0,96.51,7,22
p19556,1,2,87.27,3,87
p19557,1,2,78.39,7,68
p1956,1,1,98.5,8,40
p19568,1,4,66.35,9,58
p19569,0,3,66.57,3,46
p1957,3,1,87.33,6,72
p195728,2,2,73.33,7,79
p195735,0,2,77.18,2,66
p19575,0,4,77.73,1,48
p195774,4,2,66.23,8,46
p1958,2,4,64.94,2,76
p195851,1,4,65.51,0,40
p195855,4,3,69.2,5,48
p195859,3,2,89.65,7,85
p195860,4,2,91.91,7,43
p195864,1,0,66.78,3,40
p1959,4,1,75.59,5,42
p1960,3,2,99.28,8,60
p19602,1,0,64.89,8,37
p1961,0,2,94.94,4,36
p196118,2,4,62.39,4,22
p1962,3,1,65.88,9,37
p19624,4,1,89.45,8,63
p1963,3,0,97.52,2,82
p19635,3,0,87.28,6,33
p19636,3,0,62.96,8,58
p1964,3,4,62.04,8,64
p19645,3,2,93.95,3,47
p1965,3,0,71.05,2,69
p1966,2,1,72.29,0,33
p1967,0,0,65.05,6,48
p19671,3,0,73.29,4,56
p1968,2,2,91.04,8,60
p19686,3,4,81.68,5,78
p19687,3,3,77.89,2,77
p19688,2,1,82.99,8,41
p1969,3,1,66.4,4,32
p19690,3,0,89.08,7,58
p1970,2,3,97.79,2,31
p19701,4,2,93.97,2,69
p197030,4,0,61.46,1,66
p1971,0,3,90.44,0,31
p19714,2,4,74.28,1,42
p19718,4,1,61.82,1,26
p1972,2,1,75.74,9,87
p19723,4,4,69.37,8,31
p19724,3,0,63.42,7,23
p19725,1,3,90.76,0,78
p19727,0,1,72.13,5,21
p1973,3,1,81.65,7,50
p197365,0,0,67.26,7,28
p1974,1,0,79.78,2,49
p19740,3,0,88.12,3,29
p197464,4,0,93.86,9,70
p197469,1,0,91.81,0,36
p1975,4,1,82.68,9,49
p1976,1,3,90.03,7,80
p19760,4,4,60.25,6,23
p1977,4,2,96.61,3,72
p1978,2,1,67.89,4,33
p19786,4,1,77.16,3,47
p1979,4,3,62.08,1,59
p19791,3,2,65.58,6,38
p197937,2,2,96.71,6,48
p1980,3,0,61.86,8,73
p19804,3,4,63.23,8,31
p198044,2,3,80.32,9,47
p1981,2,2,74.79,1,60
p19812,2,2,67.45,0,52
p1982,1,0,73.31,2,79
p19829,3,1,79.9,0,42
p1983,3,2,76.36,5,67
p19838,0,0,68.2,5,39
p1984,1,0,68.13,2,77
p19847,2,4,77.87,8,50
p1985,2,1,71.07,0,77
p198501,3,3,87.0,5,31
p198504,4,1,90.1,7,75
p198508,0,2,61.66,8,84
p1986,2,0,71.34,7,28
p1987,1,4,77.11,0,58
p1988,0,0,92.67,5,76
p198826,0,1,65.89,7,49
p198847,3,2,92.8,1,67
p198849,3,2,94.33,4,66
p198869,0,4,93.38,0,62
p1989,3,2,60.01,6,61
p1990,0,1,71.57,0,60
p1991,1,3,77.67,6,51
p19911,0,2,86.86,5,28
p19916,1,2,90.95,8,28
p1992,0,2,95.92,5,23
p19921,0,2,71.0,2,41
p199249,0,1,61.86,1,83
p19928,1,4,63.48,3,36
p19929,0,3,66.41,9,55
p1993,4,3,84.0,5,83
p19930,2,2,65.64,3,80
p1994,4,3,95.94,8,80
p199404,3,0,94.76,4,40
p19946,4,2,94.06,7,78
p19948,4,0,96.97,4,80
p1995,0,3,99.54,6,41
p19958,3,2,89.28,3,42
p199583,3,0,80.59,1,68
p199584,0,4,62.23,3,84
p19959,4,0,87.19,5,63
p199598,1,3,98.29,1,32
p1996,0,0,93.11,6,81
p199670,1,3,83.45,6,56
p1997,1,4,61.0,5,39
p199796,3,4,69.89,1,59
p199798,3,1,84.8,1,40
p1998,3,1,88.86,7,44
p199806,0,0,95.87,3,26
p1999,2,1,99.46,6,44
p20008,2,2,69.72,3,56
p200088,1,3,92.57,1,24
p200089,1,2,65.57,3,75
p2001,3,4,65.97,8,23
p2002,2,4,69.82,8,65
p200369,1,2,80.33,1,38
p20037,2,1,84.9,4,54
p200370,2,3,83.61,9,48
p2004,0,2,80.93,0,32
p200402,1,2,80.01,6,70
p200439,2,0,60.75,3,63
p200455,0,4,78.93,0,42
p20046,2,3,95.54,1,78
p20047,2,4,67.55,2,31
p2005,0,4,60.02,0,56
p2006,4,2,97.6,1,43
p200600,4,2,68.63,3,21
p200617,4,3,80.97,4,31
p200641,2,2,79.17,6,57
p20066,0,1,62.46,8,46
p200720,3,0,81.39,3,68
p2008,4,3,80.17,7,47
p20081,3,3,86.35,6,51
p200826,1,3,89.81,0,67
p20085,1,1,83.47,6,36
p200878,3,1,90.94,1,73
p200884,1,4,74.45,7,33
p2009,1,0,73.56,3,67
p2010,0,4,94.41,1,47
p201084,4,0,94.55,6,37
p2011,2,4,61.24,9,31
p20117,4,4,70.2,8,31
p2012,2,3,83.88,1,26
p2013,2,0,61.97,6,69
p2014,2,3,89.58,2,35
p20141,3,4,86.5,6,62
p20145,0,2,72.09,1,37
p2015,0,3,63.28,6,26
p2016,3,4,96.38,4,31
p20164,3,4,85.46,0,77
p201666,4,0,66.98,8,86
p201667,4,1,87.51,2,56
p2017,3,4,68.59,4,74
p2018,2,0,85.79,8,66
p2019,2,4,71.46,3,37
p20208,2,0,98.47,6,24
p2021,2,1,68.73,2,67
p202174,2,0,86.77,9,76
p2022,3,2,91.97,2,28
p20225,0,3,81.5,5,89
p20226,4,0,89.57,6,42
p2023,1,1,62.76,6,55
p2024,2,4,75.95,8,88
p20240,2,3,64.32,6,27
p2025,2,3,94.56,9,49
p2026,0,3,87.77,8,33
p2027,4,2,84.46,7,89
p20274,4,3,75.89,0,58
p2028,2,2,70.83,8,77
p2029,3,3,73.85,7,56
p20293,4,0,81.58,5,37
p20298,1,1,65.6,5,70
p20307,4,3,75.29,1,59
p2031,2,1,69.67,7,44
p20310,1,3,85.37,1,39
p20312,4,0,90.69,8,41
p20319,3,4,60.46,8,56
p2032,3,2,99.86,5,53
p20322,0,0,99.32,2,79
p2033,2,2,87.5,7,82
p203325,3,1,94.87,1,27
p203341,1,3,97.9,0,76
p203368,0,0,90.39,8,42
p203389,1,4,99.16,8,62
p2034,4,2,75.79,9,87
p2035,4,4,83.62,7,55
p20359,2,0,85.99,2,73
p2036,3,4,87.3,4,77
p20360,3,1,96.4,3,60
p20368,0,1,84.01,0,72
p2037,0,3,76.99,7,44
p2038,2,3,95.43,2,88
p2039,1,1,81.02,2,24
p20399,2,1,96.58,5,87
p2040,4,3,94.01,6,52
p2041,3,2,73.36,1,30
p204216,3,0,83.65,2,47
p2043,4,3,86.72,3,24
p204380,3,0,82.41,8,30
p2044,4,3,71.68,9,72
p20441,0,4,80.46,5,50
p204454,2,0,92.43,6,76
p204480,3,1,91.2,6,44
p204481,1,3,74.94,0,65
p2045,1,0,90.66,5,50
p20450,2,1,98.81,7,85
p20452,3,3,83.65,4,49
p204580,2,0,63.17,9,50
p2046,1,4,90.45,6,66
p20462,2,2,69.48,7,48
p20467,1,3,72.57,1,46
p204676,4,2,65.97,2,70
p20468,1,2,67.93,7,47
p2047,4,4,65.69,8,72
p204716,1,2,90.17,7,64
p204727,2,4,91.05,4,35
p204760,3,0,75.5,9,76
p2048,4,3,69.14,1,50
p20480,4,3,76.85,1,79
p20481,1,3,80.91,9,63
p204819,0,2,85.1,5,70
p204820,2,1,65.67,3,67
p20487,1,1,89.15,8,46
p20488,3,2,72.59,5,21
p2049,4,0,74.94,6,33
p20490,0,3,79.17,9,25
p20491,0,4,97.41,4,33
p20492,1,2,94.25,9,42
p20493,3,2,78.02,7,62
p20495,1,0,79.0,1,82
p2050,1,4,73.61,1,31
p2051,4,4,94.73,3,86
p205102,0,4,98.37,1,20
p205135,3,4,64.94,6,49
p2052,4,1,64.6,6,80
p20525,4,4,93.62,7,57
p20529,2,4,60.96,7,69
p2053,0,0,77.26,6,60
p20531,0,0,69.97,5,87
p20535,3,4,80.04,3,74
p2054,0,3,90.53,2,80
p2055,2,1,84.85,9,34
p205533,3,2,97.28,6,75
p2056,3,4,70.79,8,46
p205651,1,1,88.78,9,82
p20567,2,0,69.07,5,53
p20568,2,2,92.52,1,22
p2057,3,1,74.54,8,21
p2058,2,1,60.3,8,67
p20583,4,2,84.14,5,38
p205836,4,3,77.41,5,54
p20589,2,3,98.56,3,73
p20599,2,0,66.13,3,25
p2060,1,1,69.79,0,62
p2061,0,0,97.29,0,26
p2062,4,0,98.77,4,86
p206325,3,2,71.7,6,87
p2064,0,2,68.32,8,31
p20640,1,3,77.56,8,75
p20647,3,3,98.66,6,80
p20658,1,2,72.78,0,49
p2066,1,2,95.84,9,85
p20664,0,4,72.55,8,67
p20669,4,1,79.84,4,56
p2067,3,0,90.44,2,74
p20673,2,0,88.56,6,33
p2068,1,3,72.47,4,61
p2069,3,4,77.23,1,84
p206915,4,4,68.04,1,42
p20695,1,1,85.5,7,57
p2070,3,0,71.86,8,85
p2071,0,2,80.82,4,87
p207189,4,1,72.19,0,23
p2072,0,0,60.92,8,73
p207283,2,1,65.15,3,58
p2073,2,3,80.16,4,20
p207300,2,4,60.07,4,53
p2074,2,1,71.98,6,72
p2075,3,1,94.65,8,75
p2076,2,2,95.85,2,21
p2077,0,2,91.76,4,43
p207725,4,2,77.82,4,89
p2078,1,3,93.96,1,39
p2079,3,1,89.16,9,41
p2080,1,4,89.53,2,59
p20848,4,2,79.75,6,29
p2089,0,4,97.21,8,53
p208973,0,2,86.48,3,42
p208987,2,0,61.49,7,47
p208998,4,4,96.13,8,51
p209036,3,4,96.31,7,43
p209037,0,4,87.62,6,37
p209040,2,0,84.83,9,30
p209041,4,2,95.15,2,52
p209042,1,4,83.98,1,67
p209043,4,4,60.75,7,22
p209045,1,4,87.16,8,54
p209046,2,0,82.73,3,79
p209212,4,4,78.85,3,38
p209243,2,4,92.82,7,73
p209244,4,0,88.73,0,57
p20925,4,2,99.3,4,24
p209288,4,4,92.97,2,49
p209289,2,2,62.03,3,51
p209353,3,0,81.74,5,67
p209362,3,4,65.64,2,79
p209411,0,4,95.45,9,39
p209413,4,3,84.53,6,60
p209418,4,1,83.98,9,69
p209419,2,2,98.32,5,33
p209420,3,3,66.91,5,75
p2095,1,2,88.49,1,30
p20963,0,4,63.35,5,61
p2097,4,0,96.03,4,27
p209925,3,2,80.38,1,87
p210207,4,1,77.67,8,51
p210237,4,1,91.7,8,78
p2103,2,2,63.86,0,24
p21030,4,3,61.27,8,86
p210407,4,3,89.19,1,72
p21060,2,1,95.69,3,53
p21081,0,0,64.88,5,26
p21083,1,3,91.55,5,73
p2109,4,2,64.11,5,43
p21091,1,1,79.08,5,42
p21094,0,2,67.58,5,52
p21095,3,2,97.19,6,52
p2111,2,0,65.3,4,67
p21123,4,2,96.86,9,86
p2113,3,0,76.31,1,76
p21134,4,2,66.79,1,83
p21205,4,2,78.3,4,46
p212319,1,1,73.17,1,51
p212325,0,4,69.06,3,86
p21246,3,2,92.49,0,26
p212721,1,3,96.92,6,58
p212723,1,2,73.15,1,76
p213056,0,4,86.24,7,48
p213280,1,0,93.22,0,64
p213345,3,4,74.05,3,56
p213384,3,3,91.87,0,81
p213405,4,4,71.37,0,22
p213482,2,3,99.88,8,37
p213687,0,3,75.81,9,59
p214048,3,0,82.44,1,84
p214225,0,1,92.56,1,51
p214285,0,1,94.46,7,42
p214466,0,4,90.94,1,36
p214470,2,2,63.15,4,33
p214572,2,3,60.69,5,89
p214590,1,0,72.2,3,62
p2146,4,1,68.83,4,24
p2147,3,0,95.58,1,68
p2150,4,0,64.98,1,74
p215059,1,0,99.53,3,53
p215062,0,2,78.85,5,22
p215066,4,4,65.86,8,56
p215136,2,4,96.66,6,28
p215379,3,3,93.72,7,43
p2154,2,3,72.4,6,57
p215407,1,3,78.84,9,78
p215409,0,1,72.12,8,40
p215413,1,3,98.23,6,29
p215439,4,4,94.96,0,70
p215457,3,1,64.71,8,22
p215460,2,2,75.04,2,46
p215476,3,3,63.59,0,64
p2156,2,3,90.96,5,52
p2157,4,2,60.31,1,87
p215711,4,3,89.93,5,89
p2158,3,3,83.15,7,58
p215885,0,0,83.74,2,56
p2160,1,3,62.5,7,85
p216051,4,2,93.36,4,20
p216054,3,2,61.08,5,26
p216058,2,3,99.54,2,26
p2161,3,3,78.08,9,41
p216183,4,1,67.03,6,66
p2163,1,0,80.98,2,48
p2164,0,4,85.66,1,76
p216554,1,4,83.97,9,67
p216616,1,2,72.39,8,42
p216620,4,0,88.89,1,26
p216646,4,3,84.74,5,60
p2168,2,2,94.81,4,45
p2172,0,2,67.48,2,73
p217331,4,4,72.52,2,22
p217401,4,0,67.8,8,43
p217487,3,2,79.83,3,28
p217593,2,1,76.42,0,59
p217989,3,0,92.9,0,79
p218023,3,0,62.97,8,65
p218031,2,3,97.68,7,47
p218112,3,0,97.86,6,32
p2183,1,2,80.99,9,26
p2184,4,0,61.43,3,70
p2188,0,4,78.82,0,40
p218997,1,1,93.86,9,46
p219002,1,2,73.33,7,28
p2192,2,2,74.9,6,54
p219265,1,2,84.65,5,88
p21928,1,1,81.51,3,24
p219291,2,4,97.11,9,37
p2193,3,4,92.32,0,85
p219352,3,2,79.04,1,24
p219727,4,1,98.7,1,43
p219847,1,1,66.36,4,50
p219924,3,3,71.99,4,48
p219937,2,1,60.4,7,62
p219961,2,2,74.8,3,83
p220037,0,1,83.57,8,59
p220166,2,4,93.3,8,84
p220307,4,0,76.41,4,38
p220394,2,4,80.77,6,51
p220566,4,0,89.69,3,41
p220598,3,4,83.15,3,60
p220627,0,1,87.39,4,48
p220650,4,1,94.96,2,89
p220682,3,0,90.91,4,89
p220684,1,4,82.76,0,89
p220686,0,0,73.68,0,24
p220688,2,0,77.69,0,42
p220693,0,0,91.06,9,74
p220695,2,4,87.12,0,31
p220738,1,1,79.94,0,83
p2210,3,4,65.4,0,39
p221239,2,4,92.06,1,51
p221245,4,1,73.04,8,41
p221267,0,2,77.46,2,77
p221268,3,4,60.86,9,23
p221271,4,3,88.03,7,20
p221272,1,0,81.77,7,32
p221275,0,3,66.41,3,65
p221286,0,2,75.9,3,65
p221399,2,2,80.39,3,33
p2214,4,2,61.77,7,44
p221568,0,0,92.27,2,43
p221610,3,2,89.82,5,38
p221632,3,1,78.09,9,22
p222017,4,2,76.62,2,75
p222018,1,3,60.63,0,30
p2222,0,3,99.32,6,83
p222434,1,1,90.16,6,80
p222531,1,2,89.67,7,21
p222564,0,2,77.34,1,73
p222625,0,0,91.8,1,69
p222627,0,1,91.28,4,23
p222677,3,4,81.93,8,26
p222694,2,4,87.88,4,70
p222786,0,4,92.98,3,35
p2229,3,3,72.99,5,83
p2230,4,2,67.44,2,62
p223081,4,1,84.79,0,33
p223175,3,1,60.55,5,74
p2233,1,0,68.72,4,73
p223332,4,0,84.26,7,33
p223335,4,0,64.41,2,23
p223340,1,4,90.97,9,30
p223349,1,2,66.25,1,75
p2236,3,0,79.26,5,72
p223723,2,2,70.22,9,49
p223824,1,4,78.14,1,75
p223911,0,3,81.29,5,61
p224117,3,2,92.86,2,54
p224444,0,4,97.18,5,84
p2245,4,2,66.43,9,22
p22488,4,3,85.46,3,32
p224946,4,2,83.08,8,45
p225000,0,0,65.03,6,50
p2251,0,3,93.1,2,24
p225321,2,3,74.28,6,66
p225368,1,4,92.58,9,59
p2255,2,2,62.02,0,73
p225796,0,4,90.45,1,89
p225902,0,0,78.6,8,75
p226029,0,3,87.89,5,67
p226182,2,1,73.6,3,78
p226597,2,0,69.9,4,42
p2268,1,2,93.67,2,61
p2269,4,1,68.55,8,37
p226956,2,3,74.66,9,83
p2270,3,2,70.88,9,78
